episode,alpha_emp,N,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
1118,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.07
1119,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.07
1120,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.04
1121,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
1122,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.01
1123,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
1124,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.98
1125,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.98
1126,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.95
1127,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
1128,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
1129,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
1130,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.89
1131,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
1132,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
1133,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.86
1134,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
1135,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
1136,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.83
1137,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.83
1138,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.83
1139,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.8
1140,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.8
1141,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.8
1142,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.77
1143,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.77
1144,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.77
1145,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.74
1146,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.74
1147,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.74
1148,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.71
1149,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.71
1150,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.71
1151,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.68
1152,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.68
1153,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.68
1154,0.8,2,D,C,5.0,0.0,4.0,1.0,0.05,0.05,5.0,0,0.0,3.68
1155,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.65
1156,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.65
1157,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.65
1158,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.65
1159,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.68
1160,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.68
1161,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.68
1162,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.71
1163,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.74
1164,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.74
1165,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.77
1166,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.77
1167,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.8
1168,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.8
1169,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.83
1170,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.83
1171,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
1172,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
1173,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
1174,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
1175,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
1176,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
1177,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
1178,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
1179,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.98
1180,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.98
1181,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
1182,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
1183,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
1184,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
1185,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.04
1186,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
1187,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.07
1188,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.07
1189,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.1
1190,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.1
1191,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.13
1192,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.13
1193,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.16
1194,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.16
1195,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.19
1196,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.19
1197,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.22
1198,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.22
1199,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.25
1200,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.25
1201,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.28
1202,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.28
1203,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.31
1204,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.31
1205,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.34
1206,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.34
1207,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.37
1208,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.37
1209,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.4
1210,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.4
1211,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.43
1212,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.43
1213,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.46
1214,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.49
1215,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.01,4.5
1216,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.5
1217,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.5
1218,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.53
1219,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.53
1220,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.56
1221,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.56
1222,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.59
1223,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.59
1224,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.62
1225,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.62
1226,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.65
1227,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.65
1228,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.68
1229,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.68
1230,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.71
1231,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.71
1232,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.71
1233,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.74
1234,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.74
1235,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.74
1236,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.77
1237,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.77
1238,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.77
1239,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.8
1240,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.8
1241,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.8
1242,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.83
1243,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.83
1244,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.83
1245,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.86
1246,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.86
1247,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.86
1248,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
1249,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
1250,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
1251,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1252,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.02,4.93
1253,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.9
1254,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1255,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1256,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1257,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1258,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1259,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1260,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1261,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1262,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1263,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1264,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1265,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1266,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1267,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1268,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1269,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1270,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1271,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1272,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1273,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.9
1274,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1275,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1276,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1277,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1278,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1279,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1280,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1281,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1282,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1283,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1284,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1285,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1286,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1287,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1288,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1289,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1290,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.9
1291,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1292,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1293,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1294,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1295,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1296,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1297,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1298,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1299,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1300,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1301,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1302,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1303,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1304,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1305,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1306,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1307,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1308,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1309,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1310,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1311,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1312,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1313,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1314,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1315,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
1316,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1317,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1318,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1319,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1320,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1321,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1322,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1323,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1324,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1325,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
1326,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.02,4.93
1327,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.9
1328,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1329,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1330,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1331,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1332,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1333,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1334,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1335,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1336,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1337,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1338,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1339,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1340,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1341,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1342,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.03,4.91
1343,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.03,4.88
1344,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1345,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1346,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1347,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1348,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1349,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1350,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1351,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
1352,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.87
1353,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1354,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1355,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1356,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1357,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1358,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1359,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1360,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1361,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1362,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1363,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1364,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1365,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1366,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1367,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1368,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1369,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1370,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1371,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1372,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1373,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1374,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1375,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1376,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1377,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1378,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.93
1379,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.9
1380,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1381,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1382,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1383,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1384,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1385,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1386,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1387,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1388,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
1389,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
