episode,alpha_emp,N,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
939,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.9933
940,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.9933
941,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.01
942,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.01
943,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0267
944,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0267
945,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0433
946,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0433
947,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.06
948,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.06
949,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0767
950,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0767
951,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0933
952,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0933
953,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.11
954,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.11
955,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.1267
956,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.1267
957,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.1433
958,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.1433
959,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.1833
960,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.2
961,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.2167
962,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.2333
963,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.25
964,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.2667
965,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.2833
966,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3
967,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3167
968,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3333
969,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.35
970,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3667
971,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3833
972,0.2,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3833
973,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3833
974,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3833
975,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3667
976,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3833
977,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.3833
978,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4233
979,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4233
980,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4233
981,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.44
982,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.44
983,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4567
984,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4567
985,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.4733
986,0.2,4,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.4567
987,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.02,10.4833
988,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.02,10.4667
989,0.2,4,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.05,0.05,0.05,0.05,11.0,0,0.02,10.4833
990,0.2,4,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.05,0.05,0.05,0.05,11.0,0,0.02,10.4833
991,0.2,4,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.02,10.4833
992,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.02,10.5067
993,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.02,10.49
994,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.4633
995,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.4633
996,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.4467
997,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.43
998,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.43
999,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.4133
1000,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3967
1001,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.38
1002,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.38
1003,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3633
1004,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3633
1005,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3467
1006,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3467
1007,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.33
1008,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.33
1009,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3133
1010,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.3133
1011,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2967
1012,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2967
1013,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.28
1014,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.28
1015,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2633
1016,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2633
1017,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2467
1018,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2467
1019,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.23
1020,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.23
1021,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2133
1022,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.2133
1023,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1967
1024,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1967
1025,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.18
1026,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.18
1027,0.2,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.05,0.05,0.05,0.05,7.0,0,0.01,10.14
1028,0.2,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1633
1029,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1467
1030,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.13
1031,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.13
1032,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1133
1033,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1367
1034,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1367
1035,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.1367
1036,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.12
1037,0.2,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.05,0.05,0.05,0.05,7.0,0,0.01,10.08
1038,0.2,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.05,0.05,0.05,0.05,7.0,0,0.01,10.04
1039,0.2,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.0233
1040,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0233
1041,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0233
1042,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0233
1043,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,10.0233
1044,0.2,4,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.05,0.05,0.05,0.05,9.3333,0,0.01,10.0067
1045,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.99
1046,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.9733
1047,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.9567
1048,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.94
1049,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.9233
1050,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.9067
1051,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.89
1052,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8733
1053,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8567
1054,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.84
1055,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8233
1056,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8067
1057,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1058,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1059,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1060,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1061,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1062,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1063,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1064,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1065,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1066,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1067,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1068,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1069,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1070,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1071,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8067
1072,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8233
1073,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.84
1074,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8567
1075,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1076,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1077,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1078,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1079,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1080,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1081,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1082,0.2,4,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.05,0.05,0.05,0.05,11.0,0,0.01,9.8733
1083,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8567
1084,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.84
1085,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8233
1086,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8233
1087,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.0,9.7967
1088,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.0,9.7967
1089,0.2,4,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.0,9.78
1090,0.2,4,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.05,0.05,0.05,0.05,11.0,0,0.0,9.78
1091,0.2,4,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.0,9.78
1092,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.01,9.8067
1093,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.01,9.8067
1094,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.02,9.8333
1095,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.02,9.8333
1096,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.03,9.86
1097,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.03,9.86
1098,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.04,9.8867
1099,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.04,9.8867
1100,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.05,9.9133
1101,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.05,9.9133
1102,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.06,9.94
1103,0.2,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.05,0.05,0.05,0.05,7.0,0,0.06,9.9167
1104,0.2,4,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,12.0,1,0.07,9.9433
1105,0.2,4,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.05,0.05,0.05,0.05,9.3333,0,0.07,9.9433
