episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_extraction,stock_level,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
1189,0.5,1,0,0,1,1.0,0.0,0.0,1.0,0.6667,0.3333,0.3333,0.6667,0.05,0.05,0.05,0.05,2,3,2.0,1,0.98,1.86
1190,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1191,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1192,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1193,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1194,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1195,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1196,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1197,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1198,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1199,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1200,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1201,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1202,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1203,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1204,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1205,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.85
1206,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1207,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1208,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1209,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1210,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1211,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1212,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1213,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1214,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1215,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1216,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1217,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.98,1.86
1218,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.98,1.86
1219,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.91
1220,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1221,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1222,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1223,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1224,0.5,1,0,1,0,1.0,0.0,1.0,0.0,0.6667,0.3333,0.6667,0.3333,0.05,0.05,0.05,0.05,2,3,2.0,1,0.99,1.94
1225,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1226,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1227,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1228,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1229,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.91
1230,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1231,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1232,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1233,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1234,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1235,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1236,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1237,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1238,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1239,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,5,0.0,1,0.99,1.91
1240,0.5,1,0,0,2,1.0,0.0,0.0,2.0,0.8333,0.5,0.5,1.1667,0.05,0.05,0.05,0.05,3,4,3.0,1,0.99,1.93
1241,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1242,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1243,0.5,1,0,1,0,1.0,0.0,1.0,0.0,0.6667,0.3333,0.6667,0.3333,0.05,0.05,0.05,0.05,2,4,2.0,1,0.99,1.92
1244,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.94
1245,0.5,1,0,1,0,1.0,0.0,1.0,0.0,0.6667,0.3333,0.6667,0.3333,0.05,0.05,0.05,0.05,2,3,2.0,1,0.99,1.93
1246,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1247,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1248,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1249,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1250,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1251,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1252,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1253,0.5,1,2,0,1,1.0,2.0,0.0,1.0,1.0,1.3333,0.6667,1.0,0.05,0.05,0.05,0.05,4,2,4.0,1,0.99,1.94
1254,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,4,0.0,1,0.99,1.93
1255,0.5,0,2,0,0,0.0,2.0,0.0,0.0,0.3333,1.0,0.3333,0.3333,0.05,0.05,0.05,0.05,2,4,2.0,1,0.99,1.92
1256,0.5,0,2,0,0,0.0,2.0,0.0,0.0,0.3333,1.0,0.3333,0.3333,0.05,0.05,0.05,0.05,2,4,2.0,1,0.99,1.93
1257,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1258,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1259,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1260,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1261,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1262,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1263,0.5,1,2,1,0,1.0,2.0,1.0,0.0,1.0,1.3333,1.0,0.6667,0.05,0.05,0.05,0.05,4,2,4.0,1,0.99,1.94
1264,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,3,1.0,1,0.99,1.94
1265,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.92
1266,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1267,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1268,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1269,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1270,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,0.99,1.93
1271,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.99,1.93
1272,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,1.98
1273,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1274,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1275,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1276,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1277,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1278,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1279,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1280,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1281,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1282,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1283,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1284,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1285,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1286,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1287,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1288,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1289,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1290,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1291,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,5,0.0,1,1.0,1.98
1292,0.5,1,0,0,2,1.0,0.0,0.0,2.0,0.8333,0.5,0.5,1.1667,0.05,0.05,0.05,0.05,3,4,3.0,1,1.0,2.0
1293,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1294,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1295,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1296,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1297,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1298,0.5,2,0,0,0,2.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.3333,0.05,0.05,0.05,0.05,2,3,2.0,1,1.0,2.01
1299,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1300,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1301,0.5,1,0,0,2,1.0,0.0,0.0,2.0,0.8333,0.5,0.5,1.1667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,2.01
1302,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,4,0.0,1,1.0,2.0
1303,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1304,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1305,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1306,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1307,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1308,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1309,0.5,0,2,0,0,0.0,2.0,0.0,0.0,0.3333,1.0,0.3333,0.3333,0.05,0.05,0.05,0.05,2,4,2.0,1,1.0,1.99
1310,0.5,0,2,0,0,0.0,2.0,0.0,0.0,0.3333,1.0,0.3333,0.3333,0.05,0.05,0.05,0.05,2,4,2.0,1,1.0,2.0
1311,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1312,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1313,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1314,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1315,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1316,0.5,1,0,0,2,1.0,0.0,0.0,2.0,0.8333,0.5,0.5,1.1667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,2.02
1317,0.5,2,0,0,0,2.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.3333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,2.01
1318,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,4,0.0,1,1.0,2.0
1319,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1320,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1321,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1322,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1323,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1324,0.5,1,1,0,0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.3333,0.3333,0.05,0.05,0.05,0.05,2,3,2.0,1,1.0,2.0
1325,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1326,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1327,0.5,1,1,0,0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.3333,0.3333,0.05,0.05,0.05,0.05,2,3,2.0,1,1.0,2.01
1328,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1329,0.5,1,2,1,0,1.0,2.0,1.0,0.0,1.0,1.3333,1.0,0.6667,0.05,0.05,0.05,0.05,4,2,4.0,1,1.0,2.02
1330,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,4,0.0,1,1.0,1.99
1331,0.5,1,2,0,1,1.0,2.0,0.0,1.0,1.0,1.3333,0.6667,1.0,0.05,0.05,0.05,0.05,4,2,4.0,1,1.0,2.02
1332,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,4,0.0,1,1.0,1.99
1333,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1334,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1335,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1336,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1337,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1338,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1339,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.02
1340,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1341,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1342,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1343,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1344,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1345,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1346,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1347,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1348,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,2.0
1349,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.0
1350,0.5,1,0,0,1,1.0,0.0,0.0,1.0,0.6667,0.3333,0.3333,0.6667,0.05,0.05,0.05,0.05,2,3,2.0,1,1.0,2.01
1351,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.99
1352,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
1353,0.5,1,0,0,0,1.0,0.0,0.0,0.0,0.5,0.1667,0.1667,0.1667,0.05,0.05,0.05,0.05,1,4,1.0,1,1.0,1.98
1354,0.5,1,2,0,0,1.0,2.0,0.0,0.0,0.8333,1.1667,0.5,0.5,0.05,0.05,0.05,0.05,3,3,3.0,1,1.0,2.01
